Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Names (ordered locus)	Organism	Length	Gene Ontology IDs	Transmembrane	Intramembrane
Q55647	unreviewed	Q55647_SYNY3	Slr0353 protein	slr0353	slr0353	Synechocystis sp. (strain PCC 6803 / Kazusa)	121	GO:0016020	TRANSMEM 45..66; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 87..111; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55648	unreviewed	Q55648_SYNY3	Sll0314 protein	sll0314	sll0314	Synechocystis sp. (strain PCC 6803 / Kazusa)	314	GO:0030288		
Q55649	unreviewed	Q55649_SYNY3	ABC transporter	slr0354	slr0354	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0005524; GO:0016887; GO:0042626; GO:0043190		
Q55651	unreviewed	Q55651_SYNY3	Slr0356 protein	slr0356	slr0356	Synechocystis sp. (strain PCC 6803 / Kazusa)	196			
Q55652	unreviewed	Q55652_SYNY3	OppB in a binding protein-dependent transport system	sll0312	sll0312	Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0005886; GO:0055085	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 112..135; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 147..168; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 197..216; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 259..281; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 301..324; /note="Helical"; /evidence="ECO:0000256|RuleBase:RU363032"	
Q55654	unreviewed	Q55654_SYNY3	Slr0358 protein	slr0358	slr0358	Synechocystis sp. (strain PCC 6803 / Kazusa)	374			
Q55655	unreviewed	Q55655_SYNY3	Sll0310 protein	sll0310	sll0310	Synechocystis sp. (strain PCC 6803 / Kazusa)	302	GO:0016747		
Q55656	unreviewed	Q55656_SYNY3	Sll0309 protein	sll0309	sll0309	Synechocystis sp. (strain PCC 6803 / Kazusa)	232			
Q55657	unreviewed	Q55657_SYNY3	Sll0024 protein	sll0024	sll0024	Synechocystis sp. (strain PCC 6803 / Kazusa)	273	GO:0016491		
Q55658	unreviewed	Q55658_SYNY3	Sll0023 protein	sll0023	sll0023	Synechocystis sp. (strain PCC 6803 / Kazusa)	447	GO:0016874		
Q55659	unreviewed	Q55659_SYNY3	Sll0022 protein	sll0022	sll0022	Synechocystis sp. (strain PCC 6803 / Kazusa)	249			
Q55660	unreviewed	Q55660_SYNY3	Slr0001 protein	slr0001	slr0001	Synechocystis sp. (strain PCC 6803 / Kazusa)	160	GO:0010181; GO:0042602		
Q55667	unreviewed	Q55667_SYNY3	Slr0006 protein	slr0006	slr0006	Synechocystis sp. (strain PCC 6803 / Kazusa)	217	GO:0000049; GO:0003725; GO:0005737; GO:0006450; GO:0016779		
Q55668	unreviewed	Q55668_SYNY3	Slr0007 protein	slr0007	slr0007	Synechocystis sp. (strain PCC 6803 / Kazusa)	253	GO:0009058		
Q55671	unreviewed	Q55671_SYNY3	Slr0013 protein	slr0013	slr0013	Synechocystis sp. (strain PCC 6803 / Kazusa)	175	GO:0016020	TRANSMEM 12..35; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55672	unreviewed	Q55672_SYNY3	Slr0016 protein	slr0016	slr0016	Synechocystis sp. (strain PCC 6803 / Kazusa)	182	GO:0016020	TRANSMEM 21..54; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 112..134; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55675	unreviewed	Q55675_SYNY3	Sll0010 protein	sll0010	sll0010	Synechocystis sp. (strain PCC 6803 / Kazusa)	126			
Q55676	unreviewed	Q55676_SYNY3	Slr0019 protein	slr0019	slr0019	Synechocystis sp. (strain PCC 6803 / Kazusa)	892	GO:0009297; GO:0015473; GO:0016020	TRANSMEM 7..26; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55677	unreviewed	Q55677_SYNY3	Sll0008 protein	sll0008	sll0008	Synechocystis sp. (strain PCC 6803 / Kazusa)	169			
Q55678	unreviewed	Q55678_SYNY3	Sll0007 protein	sll0007	sll0007	Synechocystis sp. (strain PCC 6803 / Kazusa)	191			
Q55679	unreviewed	Q55679_SYNY3	Aspartate aminotransferase	aspC		Synechocystis sp. (strain PCC 6803 / Kazusa)	394	GO:0008483; GO:0009058; GO:0030170		
Q55686	unreviewed	Q55686_SYNY3	Slr0217 protein	slr0217	slr0217	Synechocystis sp. (strain PCC 6803 / Kazusa)	140			
Q55689	unreviewed	Q55689_SYNY3	Glucose-1-phosphate thymidylyltransferase	rfbA		Synechocystis sp. (strain PCC 6803 / Kazusa)	393	GO:0009058		
Q55691	unreviewed	Q55691_SYNY3	Sll0205 protein	sll0205	sll0205	Synechocystis sp. (strain PCC 6803 / Kazusa)	125			
Q55695	unreviewed	Q55695_SYNY3	Slr0224 protein	slr0224	slr0224	Synechocystis sp. (strain PCC 6803 / Kazusa)	231	GO:0005506; GO:0008610; GO:0016020; GO:0016491	TRANSMEM 6..31; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 60..80; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 95..115; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 157..186; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55696	unreviewed	Q55696_SYNY3	Transposase	sll0201 sll0651 sll0700 sll1257 sll1437 sll1984 slr0857 slr1716 slr1937 slr2113 slr7105	sll0201 sll0651 sll0700 sll1257 sll1437 sll1984 slr0857 slr1716 slr1937 slr2113 slr7105	Synechocystis sp. (strain PCC 6803 / Kazusa)	164	GO:0003676		
Q55697	unreviewed	Q55697_SYNY3	Transposase	sll0200 sll0699 sll1256 sll1436 sll1983 slr1715 slr1936 slr7104	sll0200 sll0699 sll1256 sll1436 sll1983 slr1715 slr1936 slr7104	Synechocystis sp. (strain PCC 6803 / Kazusa)	119			
Q55698	unreviewed	Q55698_SYNY3	Slr0226 protein	slr0226	slr0226	Synechocystis sp. (strain PCC 6803 / Kazusa)	482	GO:0016020	TRANSMEM 21..43; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55699	unreviewed	Q55699_SYNY3	Sll0198 protein	sll0198	sll0198	Synechocystis sp. (strain PCC 6803 / Kazusa)	191			
Q55701	unreviewed	Q55701_SYNY3	ATP-dependent proteinase BsgA	sll0195	sll0195	Synechocystis sp. (strain PCC 6803 / Kazusa)	214			
Q55703	unreviewed	Q55703_SYNY3	Slr0231 protein	slr0231	slr0231	Synechocystis sp. (strain PCC 6803 / Kazusa)	152	GO:0005737; GO:0006285; GO:0006307; GO:0008725; GO:0032131; GO:0032993; GO:0043916		
Q55704	unreviewed	Q55704_SYNY3	Sll0192 protein	sll0192	sll0192	Synechocystis sp. (strain PCC 6803 / Kazusa)	423			
Q55708	unreviewed	Q55708_SYNY3	Slr0630 protein	slr0630	slr0630	Synechocystis sp. (strain PCC 6803 / Kazusa)	219			
Q55711	unreviewed	Q55711_SYNY3	Slr0634 protein	slr0634	slr0634	Synechocystis sp. (strain PCC 6803 / Kazusa)	192			
Q55712	unreviewed	Q55712_SYNY3	Slr0635 protein	slr0635	slr0635	Synechocystis sp. (strain PCC 6803 / Kazusa)	312	GO:0016226		
Q55713	unreviewed	Q55713_SYNY3	Sll0611 protein	sll0611	sll0611	Synechocystis sp. (strain PCC 6803 / Kazusa)	148			
Q55715	unreviewed	Q55715_SYNY3	Slr0637 protein	slr0637	slr0637	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0016020	TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55719	unreviewed	Q55719_SYNY3	Sll0609 protein	sll0609	sll0609	Synechocystis sp. (strain PCC 6803 / Kazusa)	121	GO:0016020	TRANSMEM 26..42; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 54..73; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 93..111; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55722	unreviewed	Q55722_SYNY3	Slr0643 protein	slr0643	slr0643	Synechocystis sp. (strain PCC 6803 / Kazusa)	493	GO:0016020	TRANSMEM 30..48; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 55..74; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 208..226; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 238..257; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 277..294; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 306..329; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 382..401; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 422..447; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 467..488; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55723	unreviewed	Q55723_SYNY3	Sll0606 protein	sll0606	sll0606	Synechocystis sp. (strain PCC 6803 / Kazusa)	476	GO:0016020	TRANSMEM 21..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55726	unreviewed	Q55726_SYNY3	Sll0602 protein	sll0602	sll0602	Synechocystis sp. (strain PCC 6803 / Kazusa)	691	GO:0016020	TRANSMEM 649..669; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55727	unreviewed	Q55727_SYNY3	Slr0645 protein	slr0645	slr0645	Synechocystis sp. (strain PCC 6803 / Kazusa)	206			
Q55728	unreviewed	Q55728_SYNY3	Penicillin-binding protein 4	dacB		Synechocystis sp. (strain PCC 6803 / Kazusa)	486	GO:0000270; GO:0004185; GO:0006508		
Q55730	unreviewed	Q55730_SYNY3	Slr0650 protein	slr0650	slr0650	Synechocystis sp. (strain PCC 6803 / Kazusa)	201	GO:0004540		
Q55732	unreviewed	Q55732_SYNY3	Sll0397 protein	sll0397	sll0397	Synechocystis sp. (strain PCC 6803 / Kazusa)	217	GO:0016020	TRANSMEM 22..42; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 54..81; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 130..149; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 181..198; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55733	unreviewed	Q55733_SYNY3	OmpR subfamily	sll0396	sll0396	Synechocystis sp. (strain PCC 6803 / Kazusa)	224	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993		
Q55734	unreviewed	Q55734_SYNY3	Sll0395 protein	sll0395	sll0395	Synechocystis sp. (strain PCC 6803 / Kazusa)	212	GO:0005737; GO:0006096; GO:0016791; GO:0016868		
Q55735	unreviewed	Q55735_SYNY3	Sll0394 protein	sll0394	sll0394	Synechocystis sp. (strain PCC 6803 / Kazusa)	208			
Q55737	unreviewed	Q55737_SYNY3	Slr0416 protein	slr0416	slr0416	Synechocystis sp. (strain PCC 6803 / Kazusa)	146			
Q55739	unreviewed	Q55739_SYNY3	Slr0418 protein	slr0418	slr0418	Synechocystis sp. (strain PCC 6803 / Kazusa)	303	GO:0016787		
Q55741	unreviewed	Q55741_SYNY3	Sll0384 protein	sll0384	sll0384	Synechocystis sp. (strain PCC 6803 / Kazusa)	257	GO:0006824; GO:0043190	TRANSMEM 30..57; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 69..92; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 104..126; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 236..253; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55742	unreviewed	Q55742_SYNY3	CbiM protein	cbiM		Synechocystis sp. (strain PCC 6803 / Kazusa)	214	GO:0000041; GO:0005886	TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 40..61; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 102..123; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 143..166; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 178..204; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55743	unreviewed	Q55743_SYNY3	Sll0382 protein	sll0382	sll0382	Synechocystis sp. (strain PCC 6803 / Kazusa)	176			
Q55744	unreviewed	Q55744_SYNY3	Sll0381 protein	sll0381	sll0381	Synechocystis sp. (strain PCC 6803 / Kazusa)	294			
Q55745	unreviewed	Q55745_SYNY3	Mannosyl transferase	rfbW		Synechocystis sp. (strain PCC 6803 / Kazusa)	365	GO:0009103; GO:0016757		
Q55747	unreviewed	Q55747_SYNY3	Slr0420 protein	slr0420	slr0420	Synechocystis sp. (strain PCC 6803 / Kazusa)	227			
Q55748	unreviewed	Q55748_SYNY3	Slr0421 protein	slr0421	slr0421	Synechocystis sp. (strain PCC 6803 / Kazusa)	249			
Q55751	unreviewed	Q55751_SYNY3	Sll0376 protein	sll0376	sll0376	Synechocystis sp. (strain PCC 6803 / Kazusa)	101	GO:0016020	TRANSMEM 49..67; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55753	unreviewed	Q55753_SYNY3	High-affinity branched-chain amino acid transport ATP-binding protein	braG or livF		Synechocystis sp. (strain PCC 6803 / Kazusa)	249	GO:0005524; GO:0015803; GO:0015807; GO:0016887		
Q55754	unreviewed	Q55754_SYNY3	Sll0372 protein	sll0372	sll0372	Synechocystis sp. (strain PCC 6803 / Kazusa)	198	GO:0016020	TRANSMEM 15..35; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..63; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 69..88; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 109..128; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 164..186; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55755	unreviewed	Q55755_SYNY3	Sll0371 protein	sll0371	sll0371	Synechocystis sp. (strain PCC 6803 / Kazusa)	521			
Q55757	unreviewed	Q55757_SYNY3	Sll0369 protein	sll0369	sll0369	Synechocystis sp. (strain PCC 6803 / Kazusa)	142	GO:0016020	TRANSMEM 6..31; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 52..71; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 77..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55762	unreviewed	Q55762_SYNY3	Sll0188 protein	sll0188	sll0188	Synechocystis sp. (strain PCC 6803 / Kazusa)	501			
Q55763	unreviewed	Q55763_SYNY3	Amidase enhancer	lytB		Synechocystis sp. (strain PCC 6803 / Kazusa)	535	GO:0030288; GO:0030435		
Q55764	unreviewed	Q55764_SYNY3	Slr0192 protein	slr0192	slr0192	Synechocystis sp. (strain PCC 6803 / Kazusa)	114			
Q55765	unreviewed	Q55765_SYNY3	RNA-binding protein	slr0193	slr0193	Synechocystis sp. (strain PCC 6803 / Kazusa)	151	GO:0003723		
Q55767	unreviewed	Q55767_SYNY3	Slr0195 protein	slr0195	slr0195	Synechocystis sp. (strain PCC 6803 / Kazusa)	183	GO:0016020	TRANSMEM 20..38; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55768	unreviewed	Q55768_SYNY3	Slr0196 protein	slr0196	slr0196	Synechocystis sp. (strain PCC 6803 / Kazusa)	127			
Q55769	unreviewed	Q55769_SYNY3	ComE ORF1	slr0197	slr0197	Synechocystis sp. (strain PCC 6803 / Kazusa)	553	GO:0003677; GO:0006281; GO:0006796; GO:0016020; GO:0016891	TRANSMEM 12..31; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55770	unreviewed	Q55770_SYNY3	Sll0185 protein	sll0185	sll0185	Synechocystis sp. (strain PCC 6803 / Kazusa)	419	GO:0006353		
Q55771	unreviewed	Q55771_SYNY3	Heterodisulfide reductase subunit B	hdrB		Synechocystis sp. (strain PCC 6803 / Kazusa)	301			
Q55772	unreviewed	Q55772_SYNY3	Ssl0353 protein	ssl0353	ssl0353	Synechocystis sp. (strain PCC 6803 / Kazusa)	97	GO:0016020	TRANSMEM 12..31; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..79; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55773	unreviewed	Q55773_SYNY3	Sll0183 protein	sll0183	sll0183	Synechocystis sp. (strain PCC 6803 / Kazusa)	259			
Q55775	unreviewed	Q55775_SYNY3	Sll0181 protein	sll0181	sll0181	Synechocystis sp. (strain PCC 6803 / Kazusa)	207			
Q55776	unreviewed	Q55776_SYNY3	Sll0180 protein	sll0180	sll0180	Synechocystis sp. (strain PCC 6803 / Kazusa)	501	GO:0015562; GO:1990281		
Q55780	unreviewed	Q55780_SYNY3	Slr0208 protein	slr0208	slr0208	Synechocystis sp. (strain PCC 6803 / Kazusa)	259	GO:0003755		
Q55782	unreviewed	Q55782_SYNY3	Slr0209 protein	slr0209	slr0209	Synechocystis sp. (strain PCC 6803 / Kazusa)	348			
Q55783	unreviewed	Q55783_SYNY3	histidine kinase (EC 2.7.13.3)	slr0210	slr0210	Synechocystis sp. (strain PCC 6803 / Kazusa)	417	GO:0000155		
Q55784	unreviewed	Q55784_SYNY3	Slr0211 protein	slr0211	slr0211	Synechocystis sp. (strain PCC 6803 / Kazusa)	403			
Q55788	unreviewed	Q55788_SYNY3	Sensory transduction histidine kinase	slr0073	slr0073	Synechocystis sp. (strain PCC 6803 / Kazusa)	315	GO:0000160; GO:0016301; GO:0016310		
Q55789	unreviewed	Q55789_SYNY3	Sll0088 protein	sll0088	sll0088	Synechocystis sp. (strain PCC 6803 / Kazusa)	240			
Q55795	unreviewed	Q55795_SYNY3	Sll0085 protein	sll0085	sll0085	Synechocystis sp. (strain PCC 6803 / Kazusa)	403			
Q55799	unreviewed	Q55799_SYNY3	General secretion pathway protein E	gspE		Synechocystis sp. (strain PCC 6803 / Kazusa)	813	GO:0005524; GO:0005886; GO:0016887		
Q55800	unreviewed	Q55800_SYNY3	Sll0082 protein	sll0082	sll0082	Synechocystis sp. (strain PCC 6803 / Kazusa)	118	GO:0016020	TRANSMEM 57..75; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 87..110; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55802	unreviewed	Q55802_SYNY3	OmpR subfamily	slr0081	slr0081	Synechocystis sp. (strain PCC 6803 / Kazusa)	262	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993		
Q55808	unreviewed	Q55808_SYNY3	B-carotene ketolase	crtO		Synechocystis sp. (strain PCC 6803 / Kazusa)	542	GO:0016491		
Q55809	unreviewed	Q55809_SYNY3	Delta(24)-sterol C-methyltransferase	erg6		Synechocystis sp. (strain PCC 6803 / Kazusa)	317	GO:0008757; GO:0032259		
Q55812	unreviewed	Q55812_SYNY3	Slr0092 protein	slr0092	slr0092	Synechocystis sp. (strain PCC 6803 / Kazusa)	257			
Q55813	unreviewed	Q55813_SYNY3	O-methyltransferase	slr0095	slr0095	Synechocystis sp. (strain PCC 6803 / Kazusa)	220	GO:0008171; GO:0008757; GO:0032259; GO:0046872		
Q55815	unreviewed	Q55815_SYNY3	Slr0498 protein	slr0498	slr0498	Synechocystis sp. (strain PCC 6803 / Kazusa)	234	GO:0016020	TRANSMEM 12..30; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 36..53; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 65..86; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 92..112; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 124..143; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..182; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55816	unreviewed	Q55816_SYNY3	ABC transporter	sll0489	sll0489	Synechocystis sp. (strain PCC 6803 / Kazusa)	342	GO:0005524; GO:0016887		
Q55817	unreviewed	Q55817_SYNY3	Sll0488 protein	sll0488	sll0488	Synechocystis sp. (strain PCC 6803 / Kazusa)	203			
Q55818	unreviewed	Q55818_SYNY3	Sll0487 protein	sll0487	sll0487	Synechocystis sp. (strain PCC 6803 / Kazusa)	402	GO:0008168; GO:0008757		
Q55820	unreviewed	Q55820_SYNY3	NarL subfamily	sll0485	sll0485	Synechocystis sp. (strain PCC 6803 / Kazusa)	299	GO:0000160		
Q55821	unreviewed	Q55821_SYNY3	ABC transporter	sll0484	sll0484	Synechocystis sp. (strain PCC 6803 / Kazusa)	245	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0055085		
Q55822	unreviewed	Q55822_SYNY3	CobW protein	cobW		Synechocystis sp. (strain PCC 6803 / Kazusa)	352	GO:0005737; GO:0009236; GO:0016787		
Q55824	unreviewed	Q55824_SYNY3	Slr0505 protein	slr0505	slr0505	Synechocystis sp. (strain PCC 6803 / Kazusa)	190			
Q55826	unreviewed	Q55826_SYNY3	Sll0482 protein	sll0482	sll0482	Synechocystis sp. (strain PCC 6803 / Kazusa)	407	GO:0006629		
Q55829	unreviewed	Q55829_SYNY3	Alkaline phosphatase like protein	slr0509	slr0509	Synechocystis sp. (strain PCC 6803 / Kazusa)	205	GO:0005886	TRANSMEM 12..34; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 54..75; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 141..164; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 176..197; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55830	unreviewed	Q55830_SYNY3	Slr0510 protein	slr0510	slr0510	Synechocystis sp. (strain PCC 6803 / Kazusa)	505	GO:0003677; GO:0005886; GO:0055085	TRANSMEM 49..69; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 90..109; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55831	unreviewed	Q55831_SYNY3	Transposase	slr0511	slr0511	Synechocystis sp. (strain PCC 6803 / Kazusa)	259	GO:0003677; GO:0004803; GO:0006313		
Q55832	unreviewed	Q55832_SYNY3	Sll0479 protein	sll0479	sll0479	Synechocystis sp. (strain PCC 6803 / Kazusa)	150	GO:0005886; GO:0015031; GO:0022857	TRANSMEM 21..39; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55833	unreviewed	Q55833_SYNY3	Sll0478 protein	sll0478	sll0478	Synechocystis sp. (strain PCC 6803 / Kazusa)	147	GO:0005886; GO:0015031; GO:0022857	TRANSMEM 12..36; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55836	unreviewed	Q55836_SYNY3	Slr0514 protein	slr0514	slr0514	Synechocystis sp. (strain PCC 6803 / Kazusa)	295			
Q55839	unreviewed	Q55839_SYNY3	Sll0473 protein	sll0473	sll0473	Synechocystis sp. (strain PCC 6803 / Kazusa)	350	GO:0016020	TRANSMEM 29..46; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55840	unreviewed	Q55840_SYNY3	Slr0517 protein	slr0517	slr0517	Synechocystis sp. (strain PCC 6803 / Kazusa)	204	GO:0016747		
Q55841	unreviewed	Q55841_SYNY3	Arabinofuranosidase	abfB		Synechocystis sp. (strain PCC 6803 / Kazusa)	177	GO:0046373; GO:0046556		
Q55844	unreviewed	Q55844_SYNY3	Slr0521 protein	slr0521	slr0521	Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0005886; GO:0006629; GO:0022857; GO:0055085	TRANSMEM 44..62; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 82..105; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 117..137; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 143..161; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 193..214; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 279..299; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 305..323; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55845	unreviewed	Q55845_SYNY3	Slr0522 protein	slr0522	slr0522	Synechocystis sp. (strain PCC 6803 / Kazusa)	296			
Q55846	unreviewed	Q55846_SYNY3	Sll0471 protein	sll0471	sll0471	Synechocystis sp. (strain PCC 6803 / Kazusa)	684	GO:0008734; GO:0009435		
Q55847	unreviewed	Q55847_SYNY3	Sll0470 protein	sll0470	sll0470	Synechocystis sp. (strain PCC 6803 / Kazusa)	186			
Q55851	unreviewed	Q55851_SYNY3	Sll0597 protein	sll0597	sll0597	Synechocystis sp. (strain PCC 6803 / Kazusa)	375	GO:0016020; GO:0055085	TRANSMEM 25..43; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 49..70; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 82..107; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 168..194; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 226..248; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 254..279; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 286..302; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 322..349; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
Q55852	unreviewed	Q55852_SYNY3	Sll0596 protein	sll0596	sll0596	Synechocystis sp. (strain PCC 6803 / Kazusa)	244	GO:0009231; GO:0016811; GO:0046872		
Q55853	unreviewed	Q55853_SYNY3	Sll0595 protein	sll0595	sll0595	Synechocystis sp. (strain PCC 6803 / Kazusa)	143			
Q55856	unreviewed	Q55856_SYNY3	ABC transporter	slr0615	slr0615	Synechocystis sp. (strain PCC 6803 / Kazusa)	580	GO:0005524; GO:0016020; GO:0016887; GO:0042626; GO:0055085; GO:0140359	TRANSMEM 17..37; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 57..74; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 131..148; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 154..178; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 243..265; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 277..301; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
